run_name,param,prior_type,prior_mu,prior_sigma,post_mean,post_std,shrinkage,pull,flag
host_col_model/host_colour_linear_mass_tanh_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17478,0.00545,0.891,0.0956,
host_col_model/host_colour_sigmoid_mass_none_htau,alpha,truncated_gaussian,0.17,0.05,0.17447,0.00544,0.8912,0.0894,
host_col_model/host_colour_broken_mass_step_inter,alpha,truncated_gaussian,0.17,0.05,0.17635,0.00544,0.8912,0.127,
host_col_model/host_colour_sigmoid_mass_sigmoid_inter,alpha,truncated_gaussian,0.17,0.05,0.17734,0.00544,0.8912,0.1468,
nuisance/no_alpha_gamma,beta,truncated_gaussian,3.12,0.5,2.88373,0.05439,0.8912,-0.4725,
stretch/stretch_softbroken_x1tau,beta,truncated_gaussian,3.12,0.5,3.1019,0.05441,0.8912,-0.0362,
stretch/stretch_softbroken_x1tau,alpha,truncated_gaussian,0.17,0.05,0.1783,0.00544,0.8912,0.166,
ssfr/ssfr_step_massstep_hcol_linear,alpha,truncated_gaussian,0.17,0.05,0.17502,0.00544,0.8912,0.1004,
sn_col_model/sncolour_dust_c0,beta,truncated_gaussian,3.12,0.5,3.09024,0.05433,0.8913,-0.0595,
host_col_model/host_colour_asymm_mass_sigmoid_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17566,0.00543,0.8914,0.1132,
host_col_model/host_colour_broken_mass_step_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17389,0.00543,0.8914,0.0778,
host_col_model/host_colour_broken_mass_tanh_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17465,0.00543,0.8914,0.093,
host_col_model/host_colour_linear_mass_linear_inter,alpha,truncated_gaussian,0.17,0.05,0.17753,0.00543,0.8914,0.1506,
host_col_model/host_colour_broken_mass_step,alpha,truncated_gaussian,0.17,0.05,0.17583,0.00542,0.8916,0.1166,
host_col_model/host_colour_quadratic_mass_tanh_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17228,0.00542,0.8916,0.0456,
ssfr/ssfr_xi_sSFR_mass_FSmassstep,alpha,truncated_gaussian,0.17,0.05,0.17566,0.00542,0.8916,0.1132,
ssfr/ssfr_step_hcol_sigmoid,alpha,truncated_gaussian,0.17,0.05,0.17499,0.00541,0.8918,0.0998,
host_col_model/host_colour_broken_mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17722,0.00541,0.8918,0.1444,
host_col_model/host_colour_sigmoid_mass_step_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17312,0.00541,0.8918,0.0624,
host_col_model/host_colour_linear_mass_sigmoid_inter,alpha,truncated_gaussian,0.17,0.05,0.17726,0.00541,0.8918,0.1452,
host_col_model/host_colour_sigmoid_mass_step_inter,alpha,truncated_gaussian,0.17,0.05,0.17642,0.00541,0.8918,0.1284,
host_col_model/host_colour_sigmoid_mass_step_htau,alpha,truncated_gaussian,0.17,0.05,0.17598,0.00541,0.8918,0.1196,
host_col_model/host_colour_sigmoid_mass_sigmoid_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17525,0.00541,0.8918,0.105,
host_col_model/host_colour_quadratic_mass_step_inter,alpha,truncated_gaussian,0.17,0.05,0.17723,0.00541,0.8918,0.1446,
host_col_model/host_colour_quadratic_mass_step,alpha,truncated_gaussian,0.17,0.05,0.1762,0.00541,0.8918,0.124,
evolution/gamma_z_linear,alpha,truncated_gaussian,0.17,0.05,0.17437,0.0054,0.892,0.0874,
host_col_model/host_colour_tanh_mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17733,0.0054,0.892,0.1466,
ssfr/ssfr_sigmoid_massstep_hcol_linear_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17402,0.0054,0.892,0.0804,
host_col_model/host_colour_quadratic_mass_sigmoid_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17212,0.0054,0.892,0.0424,
host_col_model/host_colour_sigmoid_mass_tanh_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17408,0.0054,0.892,0.0816,
interaction/beta_gamma,alpha,truncated_gaussian,0.17,0.05,0.17547,0.0054,0.892,0.1094,
sn_col_model/sncolour_softbroken,beta,truncated_gaussian,3.12,0.5,3.01172,0.05394,0.8921,-0.2166,
ssfr/ssfr_step_hcol_sigmoid_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17489,0.00539,0.8922,0.0978,
host_col_model/host_colour_linear_mass_sigmoid_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17552,0.00539,0.8922,0.1104,
sn_col_model/sncolour_dust_c0sntau,alpha,truncated_gaussian,0.17,0.05,0.17424,0.00539,0.8922,0.0848,
cosmo/nonflatLCDM,alpha,truncated_gaussian,0.17,0.05,0.17447,0.00539,0.8922,0.0894,
host_col_model/host_colour_quadratic_mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17768,0.00539,0.8922,0.1536,
ssfr/ssfr_sigmoid_massstep_hcol_linear,alpha,truncated_gaussian,0.17,0.05,0.17433,0.00539,0.8922,0.0866,
sn_col_model/sncolour_softbroken_sntau,alpha,truncated_gaussian,0.17,0.05,0.17369,0.00539,0.8922,0.0738,
sn_col_model/sncolour_dust_sntau,alpha,truncated_gaussian,0.17,0.05,0.17408,0.00539,0.8922,0.0816,
host_col_model/host_colour_linear_mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17695,0.00539,0.8922,0.139,
host_col_model/host_colour_sigmoid_mass_sigmoid_inter_tau,alpha,truncated_gaussian,0.17,0.05,0.17757,0.00539,0.8922,0.1514,
ssfr/ssfr_step_hcol_asymm_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17511,0.00539,0.8922,0.1022,
host_col_model/host_colour_broken_mass_sigmoid_inter_tau,alpha,truncated_gaussian,0.17,0.05,0.17776,0.00539,0.8922,0.1552,
ssfr/ssfr_step_nohcol_F0,alpha,truncated_gaussian,0.17,0.05,0.17358,0.00539,0.8922,0.0716,
host_col_model/host_colour_quadratic_mass_step_inter_only,alpha,truncated_gaussian,0.17,0.05,0.1727,0.00538,0.8924,0.054,
sn_col_model/sncolour_tanh,alpha,truncated_gaussian,0.17,0.05,0.17449,0.00538,0.8924,0.0898,
host_col_model/host_colour_sigmoid_mass_step,alpha,truncated_gaussian,0.17,0.05,0.17594,0.00538,0.8924,0.1188,
ssfr/ssfr_tanh_massstep_hcol_linear_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17392,0.00538,0.8924,0.0784,
host_col_model/host_colour_sigmoid_mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17718,0.00538,0.8924,0.1436,
ssfr/ssfr_xi_sSFR_mass_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17575,0.00538,0.8924,0.115,
evolution/alpha_beta_z_step,alpha,truncated_gaussian,0.17,0.05,0.17418,0.00538,0.8924,0.0836,
sn_col_model/sncolour_tanh_c0_sntau,alpha,truncated_gaussian,0.17,0.05,0.17361,0.00538,0.8924,0.0722,
ssfr/ssfr_tanh_nohcol_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17387,0.00538,0.8924,0.0774,
ssfr/ssfr_step_hcol_tanh,alpha,truncated_gaussian,0.17,0.05,0.17491,0.00538,0.8924,0.0982,
host_col_model/host_colour_tanh_mass_step,alpha,truncated_gaussian,0.17,0.05,0.17636,0.00538,0.8924,0.1272,
ssfr/ssfr_step_hcol_linear,alpha,truncated_gaussian,0.17,0.05,0.17497,0.00538,0.8924,0.0994,
host_col_model/host_colour_asymm_mass_sigmoid_inter_tau,alpha,truncated_gaussian,0.17,0.05,0.17764,0.00538,0.8924,0.1528,
host_col_model/host_colour_broken_mass_tanh_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17386,0.00538,0.8924,0.0772,
host_col_model/host_colour_asymm_mass_linear_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17598,0.00538,0.8924,0.1196,
host_col_model/host_colour_asymm_mass_step_htau,alpha,truncated_gaussian,0.17,0.05,0.17576,0.00537,0.8926,0.1152,
ssfr/ssfr_step_hcol_tanh_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17487,0.00537,0.8926,0.0974,
ssfr/ssfr_step_nohcol,alpha,truncated_gaussian,0.17,0.05,0.17455,0.00537,0.8926,0.091,
ssfr/ssfr_tanh_hcol_linear_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17456,0.00537,0.8926,0.0912,
evolution/beta_gamma_z_log,alpha,truncated_gaussian,0.17,0.05,0.17452,0.00537,0.8926,0.0904,
mass/mass_sigmoid_M0_tau,alpha,truncated_gaussian,0.17,0.05,0.1767,0.00537,0.8926,0.134,
stretch/stretch_quadratic,alpha,truncated_gaussian,0.17,0.05,0.17417,0.00537,0.8926,0.0834,
ssfr/ssfr_tanh_massstep_xi_sSFR_mass,alpha,truncated_gaussian,0.17,0.05,0.17612,0.00537,0.8926,0.1224,
ssfr/ssfr_step_massstep_xi_sSFR_mass,alpha,truncated_gaussian,0.17,0.05,0.17633,0.00537,0.8926,0.1266,
ssfr/ssfr_xi_sSFR_col_FH_hcol_linear,alpha,truncated_gaussian,0.17,0.05,0.17498,0.00537,0.8926,0.0996,
ssfr/ssfr_tanh_ftau,alpha,truncated_gaussian,0.17,0.05,0.17561,0.00537,0.8926,0.1122,
host_col_model/host_colour_broken_mass_linear_inter,alpha,truncated_gaussian,0.17,0.05,0.17774,0.00537,0.8926,0.1548,
sn_col_model/sncolour_dust,alpha,truncated_gaussian,0.17,0.05,0.17435,0.00537,0.8926,0.087,
ssfr/ssfr_step_hcol_quadratic,alpha,truncated_gaussian,0.17,0.05,0.17528,0.00537,0.8926,0.1056,
ssfr/ssfr_full_expansion_hcol_tanh,alpha,truncated_gaussian,0.17,0.05,0.17468,0.00537,0.8926,0.0936,
evolution/beta_z_zz,alpha,truncated_gaussian,0.17,0.05,0.17443,0.00537,0.8926,0.0886,
ssfr/ssfr_omega_FSH,alpha,truncated_gaussian,0.17,0.05,0.17581,0.00536,0.8928,0.1162,
ssfr/ssfr_step_masssigmoid_xi_sSFR_mass,alpha,truncated_gaussian,0.17,0.05,0.17738,0.00536,0.8928,0.1476,
host_col_model/host_colour_broken_mass_sigmoid_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17474,0.00536,0.8928,0.0948,
evolution/beta_z_power,alpha,truncated_gaussian,0.17,0.05,0.17424,0.00536,0.8928,0.0848,
host_col_model/host_colour_asymm_mass_step,alpha,truncated_gaussian,0.17,0.05,0.1755,0.00536,0.8928,0.11,
ssfr/ssfr_tanh_massstep_hcol_tanh,alpha,truncated_gaussian,0.17,0.05,0.17449,0.00536,0.8928,0.0898,
ssfr/ssfr_tanh_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17532,0.00536,0.8928,0.1064,
ssfr/ssfr_tanh_massstep_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17517,0.00536,0.8928,0.1034,
host_col_model/host_colour_tanh_mass_none_htau,alpha,truncated_gaussian,0.17,0.05,0.17549,0.00535,0.893,0.1098,
host_col_model/host_colour_broken_mass_linear_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17593,0.00535,0.893,0.1186,
ssfr/ssfr_step_hcol_linear_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17506,0.00535,0.893,0.1012,
ssfr/ssfr_tanh_massstep_hcol_linear,alpha,truncated_gaussian,0.17,0.05,0.17462,0.00535,0.893,0.0924,
evolution/gamma_z_power,alpha,truncated_gaussian,0.17,0.05,0.1745,0.00535,0.893,0.09,
host_col_model/host_colour_asymm_mass_none_htau,alpha,truncated_gaussian,0.17,0.05,0.17424,0.00535,0.893,0.0848,
ssfr/ssfr_step_masslinear_xi_sSFR_mass,alpha,truncated_gaussian,0.17,0.05,0.17782,0.00535,0.893,0.1564,
ssfr/ssfr_step_hcol_asymm,alpha,truncated_gaussian,0.17,0.05,0.17505,0.00535,0.893,0.101,
host_col_model/host_colour_tanh_doublemass_step,alpha,truncated_gaussian,0.17,0.05,0.17695,0.00535,0.893,0.139,
ssfr/ssfr_step,alpha,truncated_gaussian,0.17,0.05,0.17556,0.00535,0.893,0.1112,
evolution/beta_gamma_z_exp,alpha,truncated_gaussian,0.17,0.05,0.1744,0.00535,0.893,0.088,
evolution/beta_gamma_z_zz,alpha,truncated_gaussian,0.17,0.05,0.17459,0.00535,0.893,0.0918,
evolution/beta_gamma_z_linear,alpha,truncated_gaussian,0.17,0.05,0.17429,0.00535,0.893,0.0858,
host_col_model/host_colour_linear_mass_step_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17409,0.00534,0.8932,0.0818,
sn_col_model/sncolour_gaussweight_sntau,alpha,truncated_gaussian,0.17,0.05,0.17438,0.00534,0.8932,0.0876,
ssfr/ssfr_linear,alpha,truncated_gaussian,0.17,0.05,0.17477,0.00534,0.8932,0.0954,
host_col_model/host_colour_tanh_mass_linear_inter,alpha,truncated_gaussian,0.17,0.05,0.17729,0.00534,0.8932,0.1458,
host_col_model/host_colour_asymm_mass_step_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17366,0.00534,0.8932,0.0732,
sn_col_model/sncolour_gaussweight,alpha,truncated_gaussian,0.17,0.05,0.17435,0.00534,0.8932,0.087,
ssfr/ssfr_tanh_massstep,alpha,truncated_gaussian,0.17,0.05,0.17553,0.00534,0.8932,0.1106,
host_col_model/host_colour_asymm_mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17692,0.00534,0.8932,0.1384,
ssfr/ssfr_tanh_massstep_xi_sSFR_mass_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17589,0.00534,0.8932,0.1178,
stretch/stretch_doublebroken,alpha,truncated_gaussian,0.17,0.05,0.17431,0.00533,0.8934,0.0862,
host_col_model/host_colour_asymm_mass_none,alpha,truncated_gaussian,0.17,0.05,0.17427,0.00533,0.8934,0.0854,
host_col_model/host_colour_asymm_doublemass_step,alpha,truncated_gaussian,0.17,0.05,0.17657,0.00533,0.8934,0.1314,
sn_col_model/sncolour_stepbroken_sntau,alpha,truncated_gaussian,0.17,0.05,0.1735,0.00533,0.8934,0.07,
ssfr/ssfr_tanh_F0,alpha,truncated_gaussian,0.17,0.05,0.17533,0.00533,0.8934,0.1066,
mass/mass_tanh_M0_tau,alpha,truncated_gaussian,0.17,0.05,0.17562,0.00533,0.8934,0.1124,
ssfr/ssfr_step_massstep_xi_sSFR_mass_M0F0,alpha,truncated_gaussian,0.17,0.05,0.17682,0.00533,0.8934,0.1364,
ssfr/ssfr_step_masssigmoid,alpha,truncated_gaussian,0.17,0.05,0.1772,0.00533,0.8934,0.144,
ssfr/ssfr_sigmoid_F0ftau_uniformftau,alpha,truncated_gaussian,0.17,0.05,0.17518,0.00533,0.8934,0.1036,
evolution/beta_z_linear,alpha,truncated_gaussian,0.17,0.05,0.17423,0.00533,0.8934,0.0846,
host_col_model/host_colour_quadratic_mass_linear_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17086,0.00533,0.8934,0.0172,
mass/mass_sigmoid_M0,alpha,truncated_gaussian,0.17,0.05,0.17565,0.00533,0.8934,0.113,
evolution/gamma_z_log,alpha,truncated_gaussian,0.17,0.05,0.17448,0.00533,0.8934,0.0896,
ssfr/ssfr_tanh_hcol_linear,alpha,truncated_gaussian,0.17,0.05,0.17467,0.00532,0.8936,0.0934,
host_col_model/host_colour_quadratic_mass_step_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17307,0.00532,0.8936,0.0614,
sn_col_model/sncolour_softbroken,alpha,truncated_gaussian,0.17,0.05,0.17238,0.00532,0.8936,0.0476,
host_col_model/host_colour_quadratic_doublemass_step,alpha,truncated_gaussian,0.17,0.05,0.177,0.00532,0.8936,0.14,
ssfr/ssfr_sigmoid_ftau,alpha,truncated_gaussian,0.17,0.05,0.1755,0.00532,0.8936,0.11,
host_col_model/host_colour_sigmoid_mass_step_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17356,0.00532,0.8936,0.0712,
ssfr/ssfr_step_massstep_hcol_tanh,alpha,truncated_gaussian,0.17,0.05,0.17468,0.00532,0.8936,0.0936,
ssfr/ssfr_tanh_hcol_tanh_xi_sSFR_col,alpha,truncated_gaussian,0.17,0.05,0.17459,0.00532,0.8936,0.0918,
ssfr/ssfr_smooth_F0_step_broadF0,alpha,truncated_gaussian,0.17,0.05,0.17502,0.00532,0.8936,0.1004,
evolution/beta_z_exp,alpha,truncated_gaussian,0.17,0.05,0.17419,0.00532,0.8936,0.0838,
sn_col_model/sncolour_dust_c0,alpha,truncated_gaussian,0.17,0.05,0.17439,0.00532,0.8936,0.0878,
ssfr/ssfr_smooth_F0_sigmoid_wide_ftau,alpha,truncated_gaussian,0.17,0.05,0.17525,0.00531,0.8938,0.105,
evolution/beta_z_step,alpha,truncated_gaussian,0.17,0.05,0.17408,0.00531,0.8938,0.0816,
ssfr/ssfr_sigmoid_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17526,0.00531,0.8938,0.1052,
evolution/gamma_z_exp,alpha,truncated_gaussian,0.17,0.05,0.17437,0.00531,0.8938,0.0874,
ssfr/ssfr_step_F0_uniformF0,alpha,truncated_gaussian,0.17,0.05,0.17505,0.00531,0.8938,0.101,
sn_col_model/sncolour_softbroken_c0_sntau,alpha,truncated_gaussian,0.17,0.05,0.1739,0.00531,0.8938,0.078,
host_col_model/host_colour_broken_doublemass_step,alpha,truncated_gaussian,0.17,0.05,0.17692,0.00531,0.8938,0.1384,
ssfr/ssfr_step_massstep,alpha,truncated_gaussian,0.17,0.05,0.1756,0.00531,0.8938,0.112,
host_col_model/host_colour_sigmoid_doublemass_step,alpha,truncated_gaussian,0.17,0.05,0.17684,0.00531,0.8938,0.1368,
evolution/beta_z_log,alpha,truncated_gaussian,0.17,0.05,0.17429,0.00531,0.8938,0.0858,
ssfr/ssfr_step_masslinear,alpha,truncated_gaussian,0.17,0.05,0.17792,0.00531,0.8938,0.1584,
baseline,alpha,truncated_gaussian,0.17,0.05,0.17441,0.00531,0.8938,0.0882,
host_col_model/host_colour_broken_mass_none,alpha,truncated_gaussian,0.17,0.05,0.17453,0.00531,0.8938,0.0906,
host_col_model/host_colour_linear_mass_step,alpha,truncated_gaussian,0.17,0.05,0.17562,0.0053,0.894,0.1124,
host_col_model/host_colour_quadratic_mass_sigmoid_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.1742,0.0053,0.894,0.084,
host_col_model/host_colour_linear_doublemass_step,alpha,truncated_gaussian,0.17,0.05,0.17656,0.0053,0.894,0.1312,
cosmo/flatwCDM,alpha,truncated_gaussian,0.17,0.05,0.1744,0.0053,0.894,0.088,
nuisance/no_beta,alpha,truncated_gaussian,0.17,0.05,0.14238,0.0053,0.894,-0.5524,
ssfr/ssfr_sigmoid_F0,alpha,truncated_gaussian,0.17,0.05,0.17526,0.0053,0.894,0.1052,
evolution/beta_gamma_z_power,alpha,truncated_gaussian,0.17,0.05,0.17447,0.0053,0.894,0.0894,
host_col_model/host_colour_sigmoid_mass_linear_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17562,0.0053,0.894,0.1124,
ssfr/ssfr_sigmoid,alpha,truncated_gaussian,0.17,0.05,0.17539,0.0053,0.894,0.1078,
mass/mass_doublestep_M0_M1,alpha,truncated_gaussian,0.17,0.05,0.1761,0.0053,0.894,0.122,
evolution/gamma_z_step,alpha,truncated_gaussian,0.17,0.05,0.17427,0.00529,0.8942,0.0854,
mass/mass_spline,alpha,truncated_gaussian,0.17,0.05,0.17527,0.00529,0.8942,0.1054,
evolution/gamma_z_zz,alpha,truncated_gaussian,0.17,0.05,0.17441,0.00529,0.8942,0.0882,
sn_col_model/sncolour_broken,alpha,truncated_gaussian,0.17,0.05,0.17441,0.00529,0.8942,0.0882,
ssfr/ssfr_tanh_F0ftau_uniformftau,alpha,truncated_gaussian,0.17,0.05,0.17532,0.00529,0.8942,0.1064,
mass/mass_linear,alpha,truncated_gaussian,0.17,0.05,0.17671,0.00529,0.8942,0.1342,
host_col_model/host_colour_tanh_mass_none,alpha,truncated_gaussian,0.17,0.05,0.1752,0.00529,0.8942,0.104,
host_col_model/host_colour_asymm_mass_tanh_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17403,0.00529,0.8942,0.0806,
cosmo/Om0_free,alpha,truncated_gaussian,0.17,0.05,0.17429,0.00528,0.8944,0.0858,
sn_col_model/sncolour_stepbroken,alpha,truncated_gaussian,0.17,0.05,0.17483,0.00528,0.8944,0.0966,
sn_col_model/sncolour_gaussweight_c0_sntau,alpha,truncated_gaussian,0.17,0.05,0.17371,0.00528,0.8944,0.0742,
sn_col_model/sncolour_stepbroken,beta,truncated_gaussian,3.12,0.5,2.77815,0.05281,0.8944,-0.6837,
evolution/beta_gamma_z_step,alpha,truncated_gaussian,0.17,0.05,0.17374,0.00528,0.8944,0.0748,
ssfr/ssfr_tanh,alpha,truncated_gaussian,0.17,0.05,0.17559,0.00528,0.8944,0.1118,
ssfr/ssfr_step_masssigmoid_M0,alpha,truncated_gaussian,0.17,0.05,0.17657,0.00528,0.8944,0.1314,
mass/mass_tanh,alpha,truncated_gaussian,0.17,0.05,0.17524,0.00528,0.8944,0.1048,
host_col_model/host_colour_asymm_mass_sigmoid_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17481,0.00527,0.8946,0.0962,
ssfr/ssfr_step_massstep_M0,alpha,truncated_gaussian,0.17,0.05,0.17608,0.00527,0.8946,0.1216,
host_col_model/host_colour_quadratic_mass_none,alpha,truncated_gaussian,0.17,0.05,0.17394,0.00527,0.8946,0.0788,
sn_col_model/sncolour_quadratic,alpha,truncated_gaussian,0.17,0.05,0.17357,0.00527,0.8946,0.0714,
mass/mass_gaussian_weight_M0_tau,alpha,truncated_gaussian,0.17,0.05,0.17038,0.00527,0.8946,0.0076,
host_col_model/host_colour_quadratic_mass_tanh_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17355,0.00527,0.8946,0.071,
host_col_model/host_colour_sigmoid_mass_none,alpha,truncated_gaussian,0.17,0.05,0.17441,0.00527,0.8946,0.0882,
ssfr/ssfr_step_massstep_hcol_tanh_F0,alpha,truncated_gaussian,0.17,0.05,0.17388,0.00527,0.8946,0.0776,
sn_col_model/sncolour_tanh_c0,alpha,truncated_gaussian,0.17,0.05,0.17365,0.00526,0.8948,0.073,
sn_col_model/sncolour_stepbroken_c0_sntau,alpha,truncated_gaussian,0.17,0.05,0.17384,0.00526,0.8948,0.0768,
mass/mass_doublestep,alpha,truncated_gaussian,0.17,0.05,0.17619,0.00526,0.8948,0.1238,
ssfr/ssfr_xi_sSFR_col_FH_hcol_tanh,alpha,truncated_gaussian,0.17,0.05,0.1747,0.00525,0.895,0.094,
ssfr/ssfr_smooth_F0_tanh_wide_ftau,alpha,truncated_gaussian,0.17,0.05,0.17514,0.00525,0.895,0.1028,
host_col_model/host_colour_linear_mass_linear_inter_only,alpha,truncated_gaussian,0.17,0.05,0.17503,0.00525,0.895,0.1006,
mass/mass_sigmoid,alpha,truncated_gaussian,0.17,0.05,0.17611,0.00524,0.8952,0.1222,
stretch/stretch_powerlaw,alpha,truncated_gaussian,0.17,0.05,0.17436,0.00524,0.8952,0.0872,
host_col_model/host_colour_sigmoid_mass_sigmoid_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17466,0.00523,0.8954,0.0932,
ssfr/ssfr_step_F0,alpha,truncated_gaussian,0.17,0.05,0.17523,0.00523,0.8954,0.1046,
mass/mass_step_M0,alpha,truncated_gaussian,0.17,0.05,0.17406,0.00523,0.8954,0.0812,
host_col_model/host_colour_linear_mass_none,alpha,truncated_gaussian,0.17,0.05,0.17426,0.00521,0.8958,0.0852,
host_col_model/host_colour_sigmoid_mass_tanh_inter_only_M0,alpha,truncated_gaussian,0.17,0.05,0.17398,0.0052,0.896,0.0796,
mass/mass_tanh_M0,alpha,truncated_gaussian,0.17,0.05,0.17456,0.00519,0.8962,0.0912,
ssfr/ssfr_step_nomass_F0,alpha,truncated_gaussian,0.17,0.05,0.17349,0.00512,0.8976,0.0698,
ssfr/ssfr_replace_both_tanh_nomass_nohcol_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17089,0.00511,0.8978,0.0178,
ssfr/ssfr_tanh_nomass_nohcol_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17082,0.00511,0.8978,0.0164,
ssfr/ssfr_step_nomass_nohcol,alpha,truncated_gaussian,0.17,0.05,0.16958,0.00509,0.8982,-0.0084,
ssfr/ssfr_replace_both_step_nomass_nohcol_F0,alpha,truncated_gaussian,0.17,0.05,0.17041,0.00509,0.8982,0.0082,
ssfr/ssfr_replace_both_step_nomass_nohcol,alpha,truncated_gaussian,0.17,0.05,0.16956,0.00508,0.8984,-0.0088,
ssfr/ssfr_tanh_nomass_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.17355,0.00508,0.8984,0.071,
ssfr/ssfr_sigmoid_nomass_F0ftau,alpha,truncated_gaussian,0.17,0.05,0.1736,0.00507,0.8986,0.072,
mass/mass_gaussian_weight_M0,alpha,truncated_gaussian,0.17,0.05,0.16885,0.00504,0.8992,-0.023,
ssfr/ssfr_step_nomass_nohcol_F0,alpha,truncated_gaussian,0.17,0.05,0.17038,0.00503,0.8994,0.0076,
ssfr/ssfr_step_nomass,alpha,truncated_gaussian,0.17,0.05,0.17278,0.00502,0.8996,0.0556,
nuisance/no_gamma,alpha,truncated_gaussian,0.17,0.05,0.16884,0.00497,0.9006,-0.0232,
mass/mass_gaussian_weight,alpha,truncated_gaussian,0.17,0.05,0.16826,0.00494,0.9012,-0.0348,
nuisance/no_gamma_beta,alpha,truncated_gaussian,0.17,0.05,0.13862,0.00492,0.9016,-0.6276,
stretch/stretch_stepbroken,alpha,truncated_gaussian,0.17,0.05,0.1462,0.00467,0.9066,-0.476,
stretch/stretch_sigmoid_x10x1tau,alpha,truncated_gaussian,0.17,0.05,0.25601,0.00351,0.9298,1.7202,
stretch/stretch_sigmoid_x1tau,alpha,truncated_gaussian,0.17,0.05,0.25605,0.00346,0.9308,1.721,
stretch/stretch_tanh_x10,alpha,truncated_gaussian,0.17,0.05,0.2561,0.00343,0.9314,1.722,
stretch/stretch_tanh,alpha,truncated_gaussian,0.17,0.05,0.25627,0.00329,0.9342,1.7254,
stretch/stretch_asymm,alpha,truncated_gaussian,0.17,0.05,0.25755,0.00238,0.9524,1.751,
stretch/stretch_sigmoid,alpha,truncated_gaussian,0.17,0.05,0.25835,0.00162,0.9676,1.767,
